Record_ID,Supply_Date,Zone,Distribution_Station,Water_Source,Supply_Volume_Liters,Consumption_Liters,Water_Loss_Liters,Pressure_PSI,Pipeline_ID,Leakage_Events,Water_Quality,PH_Value,Turbidity_NTU,Consumer_Count,Maintenance_Cost,System_Status
9563,2026-04-09,West,DS19,River,74548.39,61108.33,13440.06,63.4,P278,0,Poor,7.96,1.5,1324,36732.34,Critical
9564,2026-06-03,South,DS20,Groundwater,154140.23,136142.35,17997.88,58.1,P105,0,Poor,7.78,9.01,2946,83292.04,Normal
9565,2026-06-02,East,DS5,Groundwater,148906.12,129116.3,19789.82,23.6,P149,2,Excellent,7.06,2.63,4701,38261.6,Normal
9566,2026-03-08,South,DS17,Groundwater,55707.02,48220.05,7486.97,48.4,P656,4,Good,7.77,8.08,1186,85995.49,Normal
9567,2026-06-30,West,DS10,Reservoir,18150.29,16406.02,1744.27,26.3,P590,4,Moderate,7.67,8.74,4151,46342.81,Leakage
9568,2026-05-10,South,DS8,Groundwater,57561.63,45059.4,12502.23,43.3,P129,0,Moderate,6.69,1.17,1558,57059.68,Normal
9569,2026-02-18,South,DS24,Reservoir,145552.75,98882.0,46670.75,70.5,P596,0,Poor,7.12,7.06,3247,93656.21,Maintenance
9570,2026-01-05,South,DS21,Groundwater,160767.94,120254.09,40513.85,58.5,P140,3,Poor,7.66,5.82,2243,1803.45,Normal
9571,2026-01-28,South,DS11,Reservoir,21635.85,20506.77,1129.08,22.8,P506,1,Moderate,7.01,5.24,2740,8966.63,Normal
9572,2026-01-26,West,DS19,Groundwater,195375.0,138974.86,56400.14,28.9,P905,4,Moderate,6.81,5.36,1129,73597.29,Maintenance
9573,2026-05-08,East,DS18,River,142604.99,136820.84,5784.15,76.7,P934,0,Good,7.47,9.55,4123,69385.53,Normal
9574,2026-04-24,South,DS28,TreatmentPlant,126886.45,109072.81,17813.64,59.4,P713,3,Good,8.23,9.85,3701,85694.72,Normal
9575,2026-03-30,South,DS3,Groundwater,22564.64,19527.82,3036.82,21.4,P523,5,Moderate,6.65,3.22,539,34425.69,Normal
9576,2026-04-24,East,DS15,TreatmentPlant,165762.11,160884.67,4877.44,66.2,P859,3,Poor,6.52,2.14,3127,94669.39,Leakage
9577,2026-01-27,East,DS5,Groundwater,95330.93,78549.92,16781.01,78.3,P744,3,Good,7.67,1.36,4090,3506.36,Normal
9578,2026-05-05,East,DS25,River,123130.94,98773.6,24357.34,39.7,P378,1,Poor,8.08,3.44,2934,24710.51,Normal
9579,2026-02-15,South,DS26,River,153153.16,102450.07,50703.09,62.0,P333,1,Excellent,6.87,8.9,3398,31918.66,Normal
9580,2026-03-15,Central,DS21,River,106340.8,69151.61,37189.19,75.4,P587,1,Poor,8.44,9.03,4088,15801.01,Normal
9581,2026-06-16,North,DS28,TreatmentPlant,191609.74,125365.28,66244.46,47.8,P803,3,Poor,6.62,4.87,1407,65798.66,Normal
9582,2026-06-09,Central,DS27,TreatmentPlant,138073.72,110321.46,27752.26,46.7,P456,0,Good,7.21,6.62,1926,71992.36,Normal
9583,2026-06-08,East,DS27,Reservoir,107353.98,94510.72,12843.26,45.5,P601,4,Excellent,8.37,1.62,2657,97355.49,Normal
9584,2026-04-15,West,DS29,Groundwater,116514.97,79593.87,36921.1,72.3,P288,2,Moderate,7.93,7.34,4019,2745.74,Normal
9585,2026-01-24,West,DS17,Reservoir,180416.82,166670.39,13746.43,79.9,P935,2,Good,8.25,5.07,690,15787.19,Maintenance
9586,2026-04-05,South,DS16,River,87718.13,73354.79,14363.34,31.4,P301,2,Moderate,8.19,6.0,671,77220.29,Normal
9587,2026-06-15,West,DS11,TreatmentPlant,46576.02,30790.86,15785.16,57.0,P106,2,Excellent,6.56,9.66,1910,38290.72,Critical
9588,2026-06-05,West,DS12,Groundwater,161879.25,156963.32,4915.93,28.6,P690,2,Poor,7.57,2.47,3292,59394.35,Maintenance
9589,2026-02-14,North,DS21,Groundwater,157381.3,149150.37,8230.93,32.2,P888,2,Moderate,7.59,9.56,4222,37315.38,Normal
9590,2026-01-17,South,DS13,TreatmentPlant,149839.6,145310.59,4529.01,24.3,P704,3,Good,6.77,0.96,3209,8843.52,Normal
9591,2026-04-12,East,DS28,Groundwater,89945.83,81159.2,8786.63,43.0,P736,2,Poor,7.23,7.23,4247,86847.95,Critical
9592,2026-01-23,North,DS7,Reservoir,99963.87,78822.9,21140.97,23.2,P118,1,Moderate,6.64,9.62,762,92572.39,Leakage
9593,2026-03-22,South,DS9,TreatmentPlant,58431.78,43229.71,15202.07,44.2,P481,4,Poor,6.54,3.44,4075,41141.42,Normal
9594,2026-01-10,West,DS18,Reservoir,28307.24,18907.17,9400.07,37.5,P985,4,Good,7.65,0.83,4751,1685.65,Normal
9595,2026-03-31,East,DS2,Reservoir,197875.12,173884.55,23990.57,62.1,P496,0,Moderate,6.51,0.52,2151,39049.31,Normal
9596,2026-03-25,Central,DS22,River,54516.73,36839.34,17677.39,27.1,P515,5,Moderate,6.71,5.07,3195,31986.99,Critical
9597,2026-02-05,South,DS11,Reservoir,41776.26,39149.12,2627.14,55.9,P580,1,Excellent,8.24,6.54,3360,95911.91,Leakage
9598,2026-05-09,South,DS5,Groundwater,71947.64,51972.03,19975.61,27.2,P570,4,Moderate,7.1,1.05,4251,92171.38,Maintenance
9599,2026-05-21,South,DS7,TreatmentPlant,54292.62,36996.33,17296.29,67.0,P280,2,Excellent,6.52,6.33,4179,85811.74,Leakage
9600,2026-02-15,Central,DS2,Groundwater,24624.83,16761.31,7863.52,22.2,P968,2,Excellent,7.2,5.01,1772,42583.83,Critical
9601,2026-02-22,North,DS26,Groundwater,193696.72,185087.11,8609.61,43.4,P481,0,Excellent,7.06,9.42,3598,86943.57,Normal
9602,2026-03-23,Central,DS29,Reservoir,39491.65,30911.58,8580.07,25.7,P509,1,Excellent,7.95,8.1,1023,62454.15,Leakage
9603,2026-06-24,North,DS22,River,195078.42,165182.57,29895.85,24.8,P629,5,Moderate,6.67,5.45,4862,72560.84,Normal
9604,2026-04-22,West,DS10,Reservoir,115969.63,91143.87,24825.76,28.2,P714,3,Excellent,8.43,2.29,4623,63541.81,Normal
9605,2026-04-15,East,DS23,Groundwater,192549.9,145473.94,47075.96,20.1,P965,2,Poor,8.06,9.94,3626,83251.44,Normal
9606,2026-05-18,East,DS13,River,138409.62,105359.95,33049.67,25.9,P148,1,Good,7.19,5.41,3601,89846.23,Normal
9607,2026-05-19,Central,DS1,River,174535.2,161608.9,12926.3,67.6,P513,0,Poor,7.52,0.66,4240,33361.78,Normal
9608,2026-04-24,North,DS2,Groundwater,126067.91,108645.41,17422.5,42.0,P125,1,Excellent,8.0,2.69,4908,1984.79,Normal
9609,2026-03-22,North,DS14,Groundwater,21005.26,18111.12,2894.14,56.4,P223,2,Good,8.24,8.72,1886,6725.79,Critical
9610,2026-04-26,East,DS23,Reservoir,37150.07,33352.6,3797.47,24.6,P830,2,Poor,8.29,7.92,2204,14992.91,Normal
9611,2026-01-21,Central,DS14,River,185629.7,180201.56,5428.14,52.8,P501,5,Moderate,7.39,1.85,1658,62651.34,Maintenance
9612,2026-03-26,East,DS20,Reservoir,139955.54,105146.25,34809.29,52.2,P147,3,Good,7.38,5.3,1883,52343.77,Normal
9613,2026-05-12,North,DS25,TreatmentPlant,88804.36,82045.55,6758.81,34.1,P460,3,Moderate,6.86,3.19,3142,63857.71,Leakage
9614,2026-02-20,Central,DS12,Groundwater,134404.02,89900.72,44503.3,39.6,P970,0,Good,7.33,6.83,3023,38049.21,Normal
9615,2026-05-30,Central,DS1,TreatmentPlant,82232.66,56289.41,25943.25,42.6,P557,1,Poor,7.34,9.65,4300,15058.9,Normal
9616,2026-04-29,South,DS3,River,187655.54,138071.33,49584.21,61.5,P850,1,Good,7.29,2.03,3770,11039.46,Normal
9617,2026-02-05,West,DS29,TreatmentPlant,42009.37,39282.18,2727.19,33.7,P409,4,Poor,6.53,8.98,1367,77949.18,Leakage
9618,2026-05-11,Central,DS25,Reservoir,22587.53,15126.83,7460.7,45.8,P225,2,Excellent,6.7,8.24,4576,67608.93,Normal
9619,2026-02-06,East,DS22,Reservoir,156641.22,136830.4,19810.82,69.9,P164,0,Poor,7.76,8.12,1915,34294.13,Maintenance
9620,2026-05-15,North,DS14,Groundwater,198618.02,170473.24,28144.78,57.2,P548,4,Moderate,7.25,1.93,1322,33287.41,Normal
9621,2026-03-03,Central,DS24,Groundwater,102443.58,67285.32,35158.26,22.2,P702,3,Poor,7.78,3.37,3629,21943.65,Normal
9622,2026-04-02,South,DS9,TreatmentPlant,61165.66,55837.28,5328.38,21.6,P139,2,Good,7.8,4.97,2321,10026.88,Normal
9623,2026-06-13,Central,DS2,TreatmentPlant,137796.74,118609.83,19186.91,77.4,P290,3,Poor,7.18,0.26,1764,76272.61,Leakage
9624,2026-01-20,South,DS22,Reservoir,120025.52,105242.53,14782.99,73.2,P470,5,Moderate,7.73,2.6,2629,61440.21,Normal
9625,2026-03-26,East,DS13,TreatmentPlant,86942.17,62414.05,24528.12,77.2,P384,5,Excellent,7.31,3.56,4983,8676.98,Normal
9626,2026-01-14,Central,DS25,Reservoir,181407.04,128970.24,52436.8,42.7,P417,0,Excellent,8.12,8.71,2595,68743.4,Maintenance
9627,2026-06-04,South,DS15,TreatmentPlant,85851.46,63215.45,22636.01,46.4,P492,2,Excellent,7.05,2.98,1039,34768.83,Normal
9628,2026-03-13,East,DS10,TreatmentPlant,128353.94,99362.94,28991.0,49.3,P867,0,Moderate,6.7,7.58,3817,53825.67,Leakage
9629,2026-05-13,East,DS26,Reservoir,85416.3,56523.02,28893.28,66.0,P975,5,Excellent,7.2,6.09,2788,35170.28,Maintenance
9630,2026-02-03,South,DS6,Groundwater,117138.04,76482.3,40655.74,56.4,P422,1,Good,7.15,9.02,923,57006.1,Normal
9631,2026-04-17,North,DS10,River,102559.75,77172.38,25387.37,69.2,P904,4,Moderate,6.61,4.37,1998,93065.04,Normal
9632,2026-06-25,North,DS29,TreatmentPlant,127263.68,122006.65,5257.03,38.8,P752,5,Excellent,8.43,4.03,1632,92511.0,Normal
9633,2026-01-23,North,DS19,Reservoir,167004.88,139368.23,27636.65,24.7,P120,2,Good,8.31,7.72,2990,14497.26,Maintenance
9634,2026-02-08,Central,DS15,TreatmentPlant,176354.35,115162.51,61191.84,34.1,P931,4,Moderate,7.64,7.66,4761,29202.08,Critical
9635,2026-03-27,North,DS6,Groundwater,153071.71,100565.59,52506.12,29.3,P744,2,Excellent,6.61,3.83,3486,66794.32,Leakage
9636,2026-04-19,Central,DS15,Groundwater,184515.03,164232.06,20282.97,53.7,P196,5,Poor,6.69,1.52,2934,8013.59,Normal
9637,2026-03-06,North,DS11,Reservoir,103561.42,99534.39,4027.03,79.4,P280,4,Moderate,7.81,1.34,4438,42987.85,Normal
9638,2026-01-12,West,DS11,TreatmentPlant,126355.38,96180.7,30174.68,77.8,P661,3,Good,7.83,3.96,2648,78576.98,Normal
9639,2026-01-03,Central,DS18,Reservoir,126068.34,110326.27,15742.07,67.3,P127,0,Good,6.98,7.96,2829,85885.96,Normal
9640,2026-01-16,North,DS7,TreatmentPlant,176568.44,119385.45,57182.99,55.9,P685,2,Moderate,6.82,6.1,2334,84584.05,Critical
9641,2026-02-09,South,DS9,TreatmentPlant,14436.38,14015.76,420.62,31.4,P487,4,Good,8.28,2.39,4479,79977.54,Maintenance
9642,2026-01-03,West,DS5,TreatmentPlant,32679.55,22142.28,10537.27,77.0,P413,3,Good,8.06,3.11,4540,77151.73,Leakage
9643,2026-01-16,East,DS6,TreatmentPlant,22028.51,16440.83,5587.68,24.2,P731,2,Good,7.39,4.86,2124,84241.73,Normal
9644,2026-02-07,East,DS22,TreatmentPlant,193656.12,147670.42,45985.7,29.4,P391,5,Poor,7.41,0.18,2791,50292.7,Normal
9645,2026-03-28,Central,DS10,Reservoir,179159.52,119336.24,59823.28,56.0,P126,3,Excellent,8.28,9.65,2924,19127.4,Leakage
9646,2026-03-31,East,DS29,Groundwater,149938.94,124149.54,25789.4,43.3,P615,4,Poor,7.86,2.48,4673,70591.45,Normal
9647,2026-03-14,East,DS19,Reservoir,74037.7,68170.06,5867.64,67.4,P919,2,Poor,7.23,8.47,2356,92587.57,Leakage
9648,2026-01-06,Central,DS10,Reservoir,58329.62,54921.87,3407.75,59.2,P525,3,Poor,7.4,3.53,3115,27949.93,Leakage
9649,2026-04-14,West,DS21,TreatmentPlant,31287.39,25798.18,5489.21,79.9,P295,0,Good,6.8,6.58,1927,17684.84,Leakage
9650,2026-01-08,West,DS24,Groundwater,142808.62,115298.65,27509.97,58.1,P152,3,Excellent,7.8,0.61,2944,46908.7,Normal
9651,2026-05-14,East,DS21,TreatmentPlant,30407.5,20821.31,9586.19,49.8,P839,2,Good,8.47,3.9,2346,67944.28,Normal
9652,2026-06-02,North,DS19,River,189963.01,135533.82,54429.19,74.1,P188,0,Excellent,7.47,7.0,4720,65990.07,Maintenance
9653,2026-04-16,South,DS21,River,36200.44,24394.13,11806.31,69.5,P561,2,Good,7.9,2.24,4487,35079.48,Normal
9654,2026-04-04,East,DS28,River,118801.32,80027.68,38773.64,60.5,P727,4,Good,7.21,7.94,3501,32585.54,Normal
9655,2026-04-05,Central,DS15,Reservoir,89522.91,66407.33,23115.58,67.0,P347,1,Poor,7.33,2.46,1216,94045.92,Normal
9656,2026-02-27,West,DS22,Reservoir,163434.4,155611.18,7823.22,28.1,P525,4,Moderate,7.52,4.53,3133,47757.07,Normal
9657,2026-05-31,North,DS28,Groundwater,35005.09,33374.33,1630.76,54.1,P668,4,Poor,7.48,9.75,4225,5881.94,Normal
9658,2026-05-13,West,DS30,Reservoir,175144.61,152308.37,22836.24,63.2,P526,1,Moderate,7.33,8.7,2861,62494.86,Normal
9659,2026-04-10,East,DS4,Groundwater,199534.83,131110.24,68424.59,48.7,P429,2,Moderate,7.56,9.85,835,36209.59,Normal
9660,2026-02-28,South,DS6,Groundwater,12543.65,11969.04,574.61,52.7,P546,3,Poor,7.98,1.04,1186,39039.77,Normal
9661,2026-01-23,Central,DS6,River,34794.29,31510.79,3283.5,29.6,P929,1,Excellent,6.55,5.95,3135,66407.82,Normal
9662,2026-03-20,West,DS9,Groundwater,71466.51,66364.1,5102.41,39.3,P187,0,Good,6.97,3.78,3510,6304.17,Normal
9663,2026-03-17,West,DS23,River,197209.35,179554.27,17655.08,71.3,P940,3,Moderate,7.6,3.36,1582,36453.18,Normal
9664,2026-04-14,North,DS20,TreatmentPlant,45060.51,32364.0,12696.51,55.7,P858,4,Good,7.48,4.53,2929,52052.55,Normal
9665,2026-03-21,East,DS13,Groundwater,126231.79,86925.04,39306.75,34.9,P932,0,Good,7.41,4.9,2696,42917.2,Normal
9666,2026-04-21,North,DS18,Groundwater,141836.74,131698.8,10137.94,70.6,P182,0,Good,7.61,9.96,1884,68819.37,Normal
9667,2026-02-15,West,DS17,Groundwater,56890.83,43157.72,13733.11,48.4,P820,0,Good,7.35,5.07,3228,55836.45,Normal
9668,2026-03-28,West,DS20,Reservoir,95866.98,72543.15,23323.83,59.7,P914,5,Poor,7.89,2.66,4214,22752.25,Normal
9669,2026-02-28,Central,DS14,TreatmentPlant,19652.93,17657.31,1995.62,70.4,P622,3,Moderate,6.92,3.71,4993,6901.96,Leakage
9670,2026-06-10,Central,DS24,Reservoir,97887.7,77529.94,20357.76,67.4,P742,3,Excellent,6.53,8.91,568,18891.92,Normal
9671,2026-05-29,South,DS15,Reservoir,111654.38,107843.0,3811.38,64.0,P801,0,Moderate,7.11,2.85,1748,83199.15,Normal
9672,2026-02-25,South,DS27,River,35584.94,34333.51,1251.43,77.2,P238,1,Excellent,7.52,2.1,2592,85248.35,Normal
9673,2026-03-24,East,DS8,River,159040.75,105362.69,53678.06,73.1,P316,3,Good,8.48,7.14,2017,65185.32,Normal
9674,2026-04-29,Central,DS25,Groundwater,168177.05,109439.4,58737.65,76.5,P252,4,Moderate,7.48,5.24,3145,87744.46,Normal
9675,2026-06-22,South,DS25,TreatmentPlant,136843.26,116901.02,19942.24,77.1,P281,1,Moderate,8.09,9.47,1546,54569.1,Normal
9676,2026-01-26,North,DS5,River,101337.61,74679.45,26658.16,28.6,P873,5,Excellent,7.81,9.24,2721,72641.83,Normal
9677,2026-01-25,West,DS21,River,40657.38,32006.19,8651.19,71.4,P459,5,Good,7.39,7.36,2809,13338.97,Normal
9678,2026-03-18,North,DS2,Groundwater,193582.48,175924.66,17657.82,50.7,P344,0,Excellent,6.85,3.31,3391,70503.5,Normal
9679,2026-02-02,East,DS21,River,71170.86,67486.76,3684.1,23.5,P189,1,Moderate,7.13,7.77,2535,93748.69,Normal
9680,2026-03-05,Central,DS20,TreatmentPlant,169357.52,134536.71,34820.81,43.6,P436,1,Poor,7.72,5.84,2207,41987.94,Normal
9681,2026-01-11,South,DS26,TreatmentPlant,177966.38,119233.86,58732.52,64.3,P455,5,Good,6.71,4.52,2945,39064.32,Normal
9682,2026-05-10,South,DS21,TreatmentPlant,191630.07,155652.61,35977.46,57.9,P487,4,Poor,6.68,4.82,1856,68014.82,Normal
9683,2026-03-30,West,DS19,Groundwater,113937.36,92697.65,21239.71,34.4,P464,0,Good,8.43,5.44,2183,33391.2,Normal
9684,2026-03-25,North,DS4,River,159861.45,140273.72,19587.73,40.0,P294,5,Moderate,8.2,5.77,2638,62485.36,Normal
9685,2026-03-21,East,DS9,TreatmentPlant,97018.71,95062.16,1956.55,33.0,P806,4,Poor,8.09,5.14,2910,84017.08,Normal
9686,2026-03-09,North,DS22,Reservoir,22512.31,21915.09,597.22,50.9,P823,0,Excellent,7.72,4.25,539,73340.37,Normal
9687,2026-05-14,South,DS17,River,174285.02,155893.07,18391.95,57.1,P101,0,Good,6.67,2.64,658,92836.07,Normal
9688,2026-04-16,South,DS19,TreatmentPlant,153224.03,131794.79,21429.24,39.8,P571,0,Moderate,7.32,6.04,4170,25495.99,Normal
9689,2026-03-10,Central,DS14,TreatmentPlant,196272.28,156003.1,40269.18,54.8,P240,2,Moderate,8.5,5.0,2324,92598.25,Normal
9690,2026-02-23,South,DS11,Groundwater,102375.95,97738.96,4636.99,37.1,P364,5,Moderate,8.41,1.32,4031,35217.61,Normal
9691,2026-05-26,East,DS8,Groundwater,73721.09,58842.53,14878.56,29.9,P384,5,Poor,7.29,8.62,4722,2903.65,Maintenance
9692,2026-05-10,East,DS30,Reservoir,176551.59,123613.81,52937.78,23.0,P957,5,Excellent,8.39,10.0,4559,57412.61,Normal
9693,2026-04-29,North,DS20,TreatmentPlant,51824.66,38072.45,13752.21,78.6,P147,2,Poor,6.66,7.94,960,77899.18,Normal
9694,2026-04-11,North,DS25,Reservoir,111947.66,98839.48,13108.18,41.2,P831,2,Excellent,6.8,1.76,3037,6877.52,Maintenance
9695,2026-03-22,South,DS18,Groundwater,91799.63,75544.47,16255.16,51.8,P955,5,Poor,7.04,3.6,614,79554.61,Normal
9696,2026-03-02,South,DS3,Reservoir,45982.49,35049.73,10932.76,22.2,P495,5,Excellent,6.75,6.39,2569,1410.43,Critical
9697,2026-03-25,East,DS16,Reservoir,54136.62,40706.4,13430.22,45.3,P545,0,Excellent,8.47,1.57,4843,32618.33,Normal
9698,2026-01-05,South,DS23,Reservoir,63559.38,60005.17,3554.21,49.5,P666,4,Good,8.2,9.81,4957,82532.36,Normal
9699,2026-05-01,East,DS11,Groundwater,129649.31,100346.53,29302.78,34.1,P775,2,Good,8.02,8.31,537,78235.35,Maintenance
9700,2026-01-24,North,DS13,River,149214.77,144479.48,4735.29,78.9,P893,4,Excellent,8.29,3.2,4630,60871.72,Normal
9701,2026-01-07,South,DS16,Reservoir,22432.67,18324.87,4107.8,20.4,P200,3,Moderate,7.48,5.86,2581,75085.13,Maintenance
9702,2026-06-22,East,DS17,River,86184.43,80500.77,5683.66,64.2,P361,4,Poor,8.17,5.79,612,86135.14,Normal
9703,2026-01-08,North,DS19,Groundwater,42038.46,40829.74,1208.72,62.1,P716,5,Good,7.47,5.03,4439,48078.49,Normal
9704,2026-03-01,East,DS29,River,187179.15,151844.97,35334.18,71.0,P936,0,Good,8.23,6.14,2881,2988.62,Normal
9705,2026-05-28,East,DS3,TreatmentPlant,98071.25,86788.02,11283.23,78.6,P873,1,Good,7.65,0.52,2475,8872.19,Normal
9706,2026-03-14,East,DS15,TreatmentPlant,119571.73,116235.66,3336.07,42.9,P479,2,Moderate,7.11,7.83,4020,73033.28,Normal
9707,2026-03-06,East,DS23,Groundwater,60524.51,57276.78,3247.73,43.1,P872,4,Moderate,7.62,2.73,1016,78247.75,Normal
9708,2026-03-30,Central,DS4,TreatmentPlant,68713.1,51858.53,16854.57,53.9,P428,5,Moderate,7.99,5.22,3261,37056.35,Normal
9709,2026-04-21,West,DS19,River,121427.79,84780.17,36647.62,64.3,P130,1,Moderate,6.94,9.13,645,51918.97,Normal
9710,2026-06-29,East,DS1,TreatmentPlant,163417.82,135223.18,28194.64,22.8,P417,1,Moderate,6.96,3.39,834,31969.93,Normal
9711,2026-01-05,South,DS14,River,34638.83,24798.63,9840.2,31.5,P246,1,Good,7.98,2.85,788,78245.32,Normal
9712,2026-05-05,West,DS1,Reservoir,61821.11,58784.06,3037.05,57.0,P526,5,Poor,7.18,2.83,2196,59497.08,Normal
9713,2026-05-07,South,DS28,River,112968.79,98040.77,14928.02,57.2,P720,3,Excellent,8.13,5.54,506,42933.74,Leakage
9714,2026-01-10,South,DS16,River,56745.23,42588.59,14156.64,29.5,P336,3,Excellent,7.83,5.03,3990,85764.37,Leakage
9715,2026-04-03,South,DS24,TreatmentPlant,93702.64,75555.12,18147.52,23.3,P282,4,Moderate,8.2,5.78,1032,10654.38,Normal
9716,2026-02-16,East,DS2,TreatmentPlant,177685.49,168122.4,9563.09,51.4,P696,1,Poor,8.4,2.7,3420,99743.39,Leakage
9717,2026-05-11,West,DS1,Groundwater,116982.38,100278.27,16704.11,76.1,P753,5,Excellent,7.29,1.66,2742,65387.8,Normal
9718,2026-02-12,Central,DS28,Reservoir,23711.1,15557.79,8153.31,30.8,P980,4,Poor,8.19,1.5,2835,85327.41,Normal
9719,2026-02-13,Central,DS21,TreatmentPlant,29850.97,28156.31,1694.66,59.2,P266,2,Poor,8.45,8.48,2823,33720.57,Normal
9720,2026-04-13,East,DS3,Groundwater,152031.38,119499.06,32532.32,41.6,P603,4,Good,6.9,4.59,3830,2222.33,Normal
9721,2026-03-02,Central,DS26,TreatmentPlant,110642.6,105846.91,4795.69,33.9,P324,2,Good,6.58,0.2,903,17554.77,Normal
9722,2026-02-14,South,DS21,Reservoir,181729.97,164787.28,16942.69,42.2,P477,2,Moderate,7.0,7.66,2143,41881.6,Maintenance
9723,2026-02-03,East,DS21,Groundwater,158803.71,130396.38,28407.33,42.4,P312,1,Good,6.74,4.45,3533,69048.28,Leakage
9724,2026-01-19,West,DS17,Groundwater,141893.38,125302.47,16590.91,65.5,P781,2,Moderate,7.23,7.51,1045,57627.35,Normal
9725,2026-05-20,East,DS27,Reservoir,68777.86,61340.93,7436.93,34.9,P104,3,Excellent,8.23,2.62,1406,28825.96,Normal
9726,2026-01-21,South,DS26,TreatmentPlant,169648.51,120237.36,49411.15,40.2,P702,4,Good,7.11,0.92,4602,66231.9,Normal
9727,2026-01-24,Central,DS29,Groundwater,190799.13,150743.06,40056.07,22.5,P744,0,Poor,7.72,5.82,2938,49468.8,Maintenance
9728,2026-05-10,West,DS30,TreatmentPlant,171207.3,152251.65,18955.65,65.7,P577,5,Poor,6.86,0.83,1758,13177.51,Normal
9729,2026-01-26,East,DS5,Groundwater,143700.1,95858.97,47841.13,78.3,P508,5,Poor,7.42,2.92,4280,60907.39,Normal
9730,2026-02-22,West,DS21,River,34951.39,29696.7,5254.69,60.9,P565,1,Moderate,8.09,0.35,2458,48189.82,Critical
9731,2026-04-12,West,DS7,Reservoir,167395.4,148781.54,18613.86,25.2,P826,3,Poor,6.57,7.16,781,86369.66,Maintenance
9732,2026-06-15,East,DS4,River,80454.64,53386.38,27068.26,21.6,P719,1,Good,8.2,1.85,2542,86964.7,Normal
9733,2026-01-22,East,DS4,Groundwater,35546.04,28721.89,6824.15,22.5,P454,0,Excellent,7.97,4.8,2257,25199.28,Normal
9734,2026-05-19,Central,DS26,River,147840.39,144162.71,3677.68,59.1,P529,5,Excellent,7.77,7.98,2068,51017.37,Maintenance
9735,2026-03-30,Central,DS11,River,108344.73,102073.9,6270.83,51.6,P587,5,Moderate,7.35,7.96,4298,48734.41,Normal
9736,2026-03-18,Central,DS7,TreatmentPlant,117866.84,90211.7,27655.14,57.5,P682,5,Moderate,7.52,2.11,4053,91307.76,Normal
9737,2026-06-18,West,DS8,Reservoir,47717.81,43350.98,4366.83,61.8,P911,1,Moderate,7.89,4.66,1368,15484.95,Maintenance
9738,2026-03-11,East,DS10,TreatmentPlant,13097.4,10606.44,2490.96,36.0,P349,2,Moderate,7.93,5.79,2519,33813.61,Maintenance
9739,2026-03-10,South,DS23,Groundwater,65711.93,43500.23,22211.7,46.5,P525,4,Moderate,7.05,4.24,4456,16506.82,Normal
9740,2026-01-28,South,DS10,River,159992.65,129771.45,30221.2,37.8,P508,5,Excellent,7.99,6.9,2417,77679.98,Normal
9741,2026-05-16,East,DS23,Groundwater,126871.62,96587.59,30284.03,75.7,P968,4,Excellent,7.83,4.43,1162,72047.46,Normal
9742,2026-06-08,East,DS20,TreatmentPlant,74882.14,68331.54,6550.6,75.6,P592,2,Excellent,8.05,5.37,4358,1094.66,Maintenance
9743,2026-02-04,West,DS6,Reservoir,175141.21,118200.2,56941.01,71.6,P433,0,Good,7.43,7.69,2900,69051.66,Normal
9744,2026-01-06,Central,DS19,Reservoir,63846.79,44910.74,18936.05,41.3,P786,0,Excellent,6.8,9.99,1568,9920.29,Normal
9745,2026-01-31,East,DS23,River,153896.02,104370.37,49525.65,57.1,P228,2,Good,7.4,4.64,4227,61498.3,Normal
9746,2026-01-10,North,DS7,TreatmentPlant,49168.16,37808.5,11359.66,42.9,P950,5,Moderate,8.22,3.09,1717,29783.96,Normal
9747,2026-03-01,West,DS6,Reservoir,69338.52,61761.77,7576.75,53.0,P835,3,Excellent,7.94,3.78,1193,10125.79,Leakage
9748,2026-04-12,South,DS10,Reservoir,187998.68,133760.37,54238.31,72.4,P177,3,Poor,6.98,7.49,1933,42627.06,Normal
9749,2026-02-01,Central,DS20,River,33542.41,21926.68,11615.73,43.8,P952,4,Good,7.43,9.42,2486,26165.64,Maintenance
9750,2026-03-30,West,DS8,TreatmentPlant,71201.24,61146.4,10054.84,74.6,P449,5,Excellent,7.27,7.66,2004,30360.11,Normal
9751,2026-05-09,East,DS24,Groundwater,179605.39,137611.67,41993.72,30.8,P857,2,Moderate,7.85,6.56,4175,62631.5,Maintenance
9752,2026-01-22,West,DS27,TreatmentPlant,175382.08,132327.58,43054.5,21.7,P718,0,Excellent,8.34,9.88,3190,23402.42,Normal
9753,2026-01-12,South,DS12,TreatmentPlant,18151.24,17398.49,752.75,53.2,P966,4,Poor,7.08,2.31,4107,90876.13,Normal
9754,2026-01-17,West,DS19,River,116544.23,110356.84,6187.39,55.8,P353,4,Poor,8.42,7.54,4059,64400.31,Normal
9755,2026-02-24,North,DS8,Reservoir,46386.62,41704.93,4681.69,77.5,P528,0,Excellent,7.54,1.34,4354,66967.14,Maintenance
9756,2026-06-19,Central,DS7,TreatmentPlant,66665.02,57929.54,8735.48,69.2,P888,3,Poor,7.47,5.86,4344,94871.91,Normal
9757,2026-02-18,South,DS9,Groundwater,130717.19,109151.72,21565.47,58.9,P272,5,Moderate,6.98,3.53,4528,6146.55,Maintenance
9758,2026-06-07,West,DS24,River,115987.07,82903.05,33084.02,48.9,P193,1,Good,7.96,4.27,1912,21198.46,Normal
